county,date,vaccines_started,vaccines_completed
Champaign,2021-01-21,202,13
Champaign,2021-01-22,20,3
Champaign,2021-01-23,552,2
Champaign,2021-01-24,7,1
Champaign,2021-01-25,29,8
Champaign,2021-01-26,118,38
Champaign,2021-01-27,28,105
Champaign,2021-01-28,32,41
Champaign,2021-01-29,241,9
Champaign,2021-01-30,5,6
Champaign,2021-01-31,8,1
Champaign,2021-02-01,26,103
Champaign,2021-02-02,68,45
Champaign,2021-02-03,40,145
Champaign,2021-02-04,28,33
Champaign,2021-02-05,405,53
Champaign,2021-02-06,22,8
Champaign,2021-02-07,24,13
Champaign,2021-02-08,30,13
Champaign,2021-02-09,35,24
Champaign,2021-02-10,257,50
Champaign,2021-02-11,84,175
Champaign,2021-02-12,45,283
Champaign,2021-02-13,43,14
Champaign,2021-02-14,6,1
Champaign,2021-02-15,16,4
Champaign,2021-02-16,14,12
Champaign,2021-02-17,88,503
Champaign,2021-02-18,18,50
Champaign,2021-02-19,83,198
Champaign,2021-02-20,11,9
Champaign,2021-02-21,2,5
Champaign,2021-02-22,8,51
Champaign,2021-02-23,52,46
Champaign,2021-02-24,76,39
Champaign,2021-02-25,516,55
Champaign,2021-02-26,65,40
Champaign,2021-02-27,30,18
Champaign,2021-02-28,11,17
Champaign,2021-03-01,30,9
Champaign,2021-03-02,247,68
Champaign,2021-03-03,37,33
Champaign,2021-03-04,502,109
Champaign,2021-03-05,92,83
Champaign,2021-03-06,19,13
Clark,2020-12-14,0,0
Clark,2020-12-15,60,0
Clark,2020-12-16,109,0
Clark,2020-12-17,76,0
Clark,2020-12-18,117,0
Clark,2020-12-19,31,0
Clark,2020-12-20,17,0
Clark,2020-12-21,156,0
Clark,2020-12-22,283,0
Clark,2020-12-23,182,0
Clark,2020-12-24,101,0
Clark,2020-12-25,0,0
Clark,2020-12-26,66,0
Clark,2020-12-27,3,0
Clark,2020-12-28,181,0
Clark,2020-12-29,282,0
Clark,2020-12-30,475,0
Clark,2020-12-31,64,1
Clark,2021-01-01,1,0
Clark,2021-01-02,9,0
Clark,2021-01-03,5,0
Clark,2021-01-04,257,0
Clark,2021-01-05,99,59
Clark,2021-01-06,432,102
Clark,2021-01-07,472,69
Clark,2021-01-08,313,122
Clark,2021-01-09,21,30
Clark,2021-01-10,66,11
Clark,2021-01-11,111,154
Clark,2021-01-12,321,207
Clark,2021-01-13,395,6
Clark,2021-01-14,96,1
Clark,2021-01-15,197,0
Clark,2021-01-16,57,48
Clark,2021-01-17,18,3
Clark,2021-01-18,90,110
Clark,2021-01-19,654,63
Clark,2021-01-20,737,326
Clark,2021-01-21,1000,122
Clark,2021-01-22,267,22
Clark,2021-01-23,116,83
Clark,2021-01-24,15,4
Clark,2021-01-25,162,94
Clark,2021-01-26,1112,192
Clark,2021-01-27,791,286
Clark,2021-01-28,770,442
Clark,2021-01-29,230,218
Clark,2021-01-30,138,47
Clark,2021-01-31,37,9
Clark,2021-02-01,179,164
Clark,2021-02-02,1267,189
Clark,2021-02-03,329,368
Clark,2021-02-04,267,157
Clark,2021-02-05,335,157
Clark,2021-02-06,183,32
Clark,2021-02-07,157,62
Clark,2021-02-08,288,105
Clark,2021-02-09,1035,153
Clark,2021-02-10,1083,361
Clark,2021-02-11,436,1169
Clark,2021-02-12,301,132
Clark,2021-02-13,1349,84
Clark,2021-02-14,28,16
Clark,2021-02-15,68,72
Clark,2021-02-16,154,1248
Clark,2021-02-17,807,837
Clark,2021-02-18,169,1050
Clark,2021-02-19,445,474
Clark,2021-02-20,37,141
Clark,2021-02-21,38,51
Clark,2021-02-22,65,240
Clark,2021-02-23,627,972
Clark,2021-02-24,871,350
Clark,2021-02-25,218,312
Clark,2021-02-26,264,298
Clark,2021-02-27,141,173
Clark,2021-02-28,49,128
Clark,2021-03-01,78,184
Clark,2021-03-02,896,528
Clark,2021-03-03,503,285
Clark,2021-03-04,1799,529
Clark,2021-03-05,224,162
Clark,2021-03-06,59,76
Clermont ,2020-12-14,1,0
Clermont ,2020-12-15,17,0
Clermont ,2020-12-16,15,0
Clermont ,2020-12-17,19,0
Clermont ,2020-12-18,24,0
Clermont ,2020-12-19,5,0
Clermont ,2020-12-20,0,0
Clermont ,2020-12-21,29,0
Clermont ,2020-12-22,370,0
Clermont ,2020-12-23,254,0
Clermont ,2020-12-24,198,0
Clermont ,2020-12-25,16,0
Clermont ,2020-12-26,115,0
Clermont ,2020-12-27,56,0
Clermont ,2020-12-28,691,0
Clermont ,2020-12-29,481,0
Clermont ,2020-12-30,474,0
Clermont ,2020-12-31,226,0
Clermont ,2021-01-01,7,0
Clermont ,2021-01-02,279,3
Clermont ,2021-01-03,10,1
Clermont ,2021-01-04,389,9
Clermont ,2021-01-05,196,17
Clermont ,2021-01-06,388,15
Clermont ,2021-01-07,444,16
Clermont ,2021-01-08,283,24
Clermont ,2021-01-09,33,0
Clermont ,2021-01-10,3,0
Clermont ,2021-01-11,256,35
Clermont ,2021-01-12,355,315
Clermont ,2021-01-13,349,18
Clermont ,2021-01-14,428,23
Clermont ,2021-01-15,396,6
Clermont ,2021-01-16,244,19
Clermont ,2021-01-17,89,10
Clermont ,2021-01-18,149,158
Clermont ,2021-01-19,309,123
Clermont ,2021-01-20,410,209
Clermont ,2021-01-21,687,175
Clermont ,2021-01-22,698,34
Clermont ,2021-01-23,507,253
Clermont ,2021-01-24,57,31
Clermont ,2021-01-25,402,491
Clermont ,2021-01-26,392,312
Clermont ,2021-01-27,528,475
Clermont ,2021-01-28,883,415
Clermont ,2021-01-29,960,134
Clermont ,2021-01-30,355,27
Clermont ,2021-01-31,152,4
Clermont ,2021-02-01,593,184
Clermont ,2021-02-02,647,292
Clermont ,2021-02-03,574,217
Clermont ,2021-02-04,594,363
Clermont ,2021-02-05,582,402
Clermont ,2021-02-06,505,256
Clermont ,2021-02-07,80,68
Clermont ,2021-02-08,453,263
Clermont ,2021-02-09,274,236
Clermont ,2021-02-10,747,334
Clermont ,2021-02-11,561,476
Clermont ,2021-02-12,933,429
Clermont ,2021-02-13,449,150
Clermont ,2021-02-14,115,28
Clermont ,2021-02-15,292,169
Clermont ,2021-02-16,188,225
Clermont ,2021-02-17,615,480
Clermont ,2021-02-18,241,601
Clermont ,2021-02-19,364,656
Clermont ,2021-02-20,161,553
Clermont ,2021-02-21,77,68
Clermont ,2021-02-22,212,577
Clermont ,2021-02-23,385,545
Clermont ,2021-02-24,922,537
Clermont ,2021-02-25,893,780
Clermont ,2021-02-26,1205,821
Clermont ,2021-02-27,638,522
Clermont ,2021-02-28,151,92
Clermont ,2021-03-01,422,366
Clermont ,2021-03-02,606,357
Clermont ,2021-03-03,735,798
Clermont ,2021-03-04,1567,1115
Clermont ,2021-03-05,731,329
Clermont ,2021-03-06,270,244
Clinton,2020-12-14,0,0
Clinton,2020-12-15,0,0
Clinton,2020-12-16,1,0
Clinton,2020-12-17,1,0
Clinton,2020-12-18,52,0
Clinton,2020-12-19,0,0
Clinton,2020-12-20,0,0
Clinton,2020-12-21,12,0
Clinton,2020-12-22,22,0
Clinton,2020-12-23,55,0
Clinton,2020-12-24,8,0
Clinton,2020-12-25,0,0
Clinton,2020-12-26,33,0
Clinton,2020-12-27,6,0
Clinton,2020-12-28,43,0
Clinton,2020-12-29,43,0
Clinton,2020-12-30,87,0
Clinton,2020-12-31,29,0
Clinton,2021-01-01,3,0
Clinton,2021-01-02,8,0
Clinton,2021-01-03,2,0
Clinton,2021-01-04,38,0
Clinton,2021-01-05,57,1
Clinton,2021-01-06,56,1
Clinton,2021-01-07,94,0
Clinton,2021-01-08,32,17
Clinton,2021-01-09,7,0
Clinton,2021-01-10,3,0
Clinton,2021-01-11,215,2
Clinton,2021-01-12,39,1
Clinton,2021-01-13,108,21
Clinton,2021-01-14,30,1
Clinton,2021-01-15,45,9
Clinton,2021-01-16,8,27
Clinton,2021-01-17,8,4
Clinton,2021-01-18,6,6
Clinton,2021-01-19,23,3
Clinton,2021-01-20,46,16
Clinton,2021-01-21,175,20
Clinton,2021-01-22,292,25
Clinton,2021-01-23,27,8
Clinton,2021-01-24,2,1
Clinton,2021-01-25,55,23
Clinton,2021-01-26,70,53
Clinton,2021-01-27,76,65
Clinton,2021-01-28,167,33
Clinton,2021-01-29,351,30
Clinton,2021-01-30,43,6
Clinton,2021-01-31,14,0
Clinton,2021-02-01,109,171
Clinton,2021-02-02,132,87
Clinton,2021-02-03,140,126
Clinton,2021-02-04,199,40
Clinton,2021-02-05,353,42
Clinton,2021-02-06,59,15
Clinton,2021-02-07,34,5
Clinton,2021-02-08,65,23
Clinton,2021-02-09,53,22
Clinton,2021-02-10,97,96
Clinton,2021-02-11,95,133
Clinton,2021-02-12,207,162
Clinton,2021-02-13,43,18
Clinton,2021-02-14,23,4
Clinton,2021-02-15,43,5
Clinton,2021-02-16,22,8
Clinton,2021-02-17,301,55
Clinton,2021-02-18,29,175
Clinton,2021-02-19,133,239
Clinton,2021-02-20,18,45
Clinton,2021-02-21,4,17
Clinton,2021-02-22,20,89
Clinton,2021-02-23,93,125
Clinton,2021-02-24,62,105
Clinton,2021-02-25,89,166
Clinton,2021-02-26,93,310
Clinton,2021-02-27,30,47
Clinton,2021-02-28,12,36
Clinton,2021-03-01,26,77
Clinton,2021-03-02,362,50
Clinton,2021-03-03,95,125
Clinton,2021-03-04,182,158
Clinton,2021-03-05,48,147
Clinton,2021-03-06,69,28
Columbiana,2020-12-14,0,0
Columbiana,2020-12-15,0,0
Columbiana,2020-12-16,4,0
Columbiana,2020-12-17,8,0
Columbiana,2020-12-18,11,0
Columbiana,2020-12-19,0,0
Columbiana,2020-12-20,0,0
Columbiana,2020-12-21,74,0
Columbiana,2020-12-22,206,0
Columbiana,2020-12-23,228,0
Columbiana,2020-12-24,69,0
Columbiana,2020-12-25,1,0
Columbiana,2020-12-26,9,0
Columbiana,2020-12-27,19,0
Columbiana,2020-12-28,92,0
Columbiana,2020-12-29,162,0
Columbiana,2020-12-30,272,0
Columbiana,2020-12-31,166,0
Columbiana,2021-01-01,1,0
Columbiana,2021-01-02,4,0
Columbiana,2021-01-03,56,0
Columbiana,2021-01-04,107,0
Columbiana,2021-01-05,71,0
Columbiana,2021-01-06,403,5
Columbiana,2021-01-07,196,10
Columbiana,2021-01-08,159,8
Columbiana,2021-01-09,7,0
Columbiana,2021-01-10,14,0
Columbiana,2021-01-11,190,67
Columbiana,2021-01-12,194,102
Columbiana,2021-01-13,166,5
Columbiana,2021-01-14,286,7
Columbiana,2021-01-15,41,1
Columbiana,2021-01-16,51,9
Columbiana,2021-01-17,5,5
Columbiana,2021-01-18,46,69
Columbiana,2021-01-19,195,98
Columbiana,2021-01-20,427,253
Columbiana,2021-01-21,332,117
Columbiana,2021-01-22,598,7
Columbiana,2021-01-23,97,1
Columbiana,2021-01-24,46,28
Columbiana,2021-01-25,226,76
Columbiana,2021-01-26,309,132
Columbiana,2021-01-27,371,284
Columbiana,2021-01-28,391,117
Columbiana,2021-01-29,607,124
Columbiana,2021-01-30,65,4
Columbiana,2021-01-31,25,9
Columbiana,2021-02-01,152,144
Columbiana,2021-02-02,300,172
Columbiana,2021-02-03,305,302
Columbiana,2021-02-04,645,228
Columbiana,2021-02-05,788,75
Columbiana,2021-02-06,69,53
Columbiana,2021-02-07,322,2
Columbiana,2021-02-08,72,147
Columbiana,2021-02-09,335,51
Columbiana,2021-02-10,823,158
Columbiana,2021-02-11,935,171
Columbiana,2021-02-12,249,545
Columbiana,2021-02-13,80,61
Columbiana,2021-02-14,23,36
Columbiana,2021-02-15,36,103
Columbiana,2021-02-16,149,222
Columbiana,2021-02-17,127,421
Columbiana,2021-02-18,117,284
Columbiana,2021-02-19,115,165
Columbiana,2021-02-20,47,46
Columbiana,2021-02-21,24,7
Columbiana,2021-02-22,15,235
Columbiana,2021-02-23,530,206
Columbiana,2021-02-24,657,446
Columbiana,2021-02-25,220,315
Columbiana,2021-02-26,259,554
Columbiana,2021-02-27,84,61
Columbiana,2021-02-28,62,339
Columbiana,2021-03-01,272,155
Columbiana,2021-03-02,286,242
Columbiana,2021-03-03,612,384
Columbiana,2021-03-04,186,539
Columbiana,2021-03-05,322,571
Columbiana,2021-03-06,95,76
Coshocton,2020-12-14,0,0
Coshocton,2020-12-15,0,0
Coshocton,2020-12-16,6,0
Coshocton,2020-12-17,3,0
Coshocton,2020-12-18,10,0
Coshocton,2020-12-19,0,0
Coshocton,2020-12-20,0,0
Coshocton,2020-12-21,8,0
Coshocton,2020-12-22,5,0
Coshocton,2020-12-23,22,0
Coshocton,2020-12-24,23,0
Coshocton,2020-12-25,1,0
Coshocton,2020-12-26,2,0
Coshocton,2020-12-27,5,0
Coshocton,2020-12-28,27,0
Coshocton,2020-12-29,61,0
Coshocton,2020-12-30,62,0
Coshocton,2020-12-31,57,0
Coshocton,2021-01-01,2,0
Coshocton,2021-01-02,7,0
Coshocton,2021-01-03,1,0
Coshocton,2021-01-04,144,2
Coshocton,2021-01-05,84,2
Coshocton,2021-01-06,35,3
Coshocton,2021-01-07,56,5
Coshocton,2021-01-08,37,8
Coshocton,2021-01-09,0,0
Coshocton,2021-01-10,0,0
Coshocton,2021-01-11,102,6
Coshocton,2021-01-12,13,4
Coshocton,2021-01-13,96,4
Coshocton,2021-01-14,53,8
Coshocton,2021-01-15,66,5
Coshocton,2021-01-16,9,0
Coshocton,2021-01-17,1,0
Coshocton,2021-01-18,3,4
Coshocton,2021-01-19,337,4
Coshocton,2021-01-20,61,13
Coshocton,2021-01-21,499,15
Coshocton,2021-01-22,29,14
Coshocton,2021-01-23,2,1
Coshocton,2021-01-24,0,3
Coshocton,2021-01-25,36,72
Coshocton,2021-01-26,75,88
Coshocton,2021-01-27,87,40
Coshocton,2021-01-28,309,80
Coshocton,2021-01-29,383,34
Coshocton,2021-01-30,12,2
Coshocton,2021-01-31,1,0
Coshocton,2021-02-01,37,81
Coshocton,2021-02-02,27,11
Coshocton,2021-02-03,174,32
Coshocton,2021-02-04,276,126
Coshocton,2021-02-05,68,62
Coshocton,2021-02-06,7,3
Coshocton,2021-02-07,0,1
Coshocton,2021-02-08,9,22
Coshocton,2021-02-09,73,7
Coshocton,2021-02-10,137,32
Coshocton,2021-02-11,230,323
Coshocton,2021-02-12,32,29
Coshocton,2021-02-13,4,5
Coshocton,2021-02-14,2,0
Coshocton,2021-02-15,5,37
Coshocton,2021-02-16,14,266
Coshocton,2021-02-17,32,68
Coshocton,2021-02-18,17,287
Coshocton,2021-02-19,20,364
Coshocton,2021-02-20,131,33
Coshocton,2021-02-21,0,3
Coshocton,2021-02-22,8,52
Coshocton,2021-02-23,28,74
Coshocton,2021-02-24,225,194
Coshocton,2021-02-25,53,289
Coshocton,2021-02-26,620,51
Coshocton,2021-02-27,10,6
Coshocton,2021-02-28,2,3
Coshocton,2021-03-01,5,13
Coshocton,2021-03-02,20,219
Coshocton,2021-03-03,38,72
Coshocton,2021-03-04,390,82
Coshocton,2021-03-05,429,45
Coshocton,2021-03-06,3,3
Crawford,2020-12-14,0,0
Crawford,2020-12-15,0,0
Crawford,2020-12-16,0,0
Crawford,2020-12-17,0,0
Crawford,2020-12-18,2,0
Crawford,2020-12-19,0,0
Crawford,2020-12-20,0,0
Crawford,2020-12-21,6,0
Crawford,2020-12-22,46,0
Crawford,2020-12-23,90,0
Crawford,2020-12-24,64,0
Crawford,2020-12-25,0,0
Crawford,2020-12-26,3,0
Crawford,2020-12-27,1,0
Crawford,2020-12-28,30,0
Crawford,2020-12-29,79,0
Crawford,2020-12-30,91,0
Crawford,2020-12-31,57,0
Crawford,2021-01-01,1,0
Crawford,2021-01-02,8,0
Crawford,2021-01-03,1,0
Crawford,2021-01-04,82,0
Crawford,2021-01-05,163,0
Crawford,2021-01-06,156,0
Crawford,2021-01-07,114,0
Crawford,2021-01-08,39,1
Crawford,2021-01-09,3,0
Crawford,2021-01-10,3,0
Crawford,2021-01-11,18,2
Crawford,2021-01-12,71,36
Crawford,2021-01-13,126,67
Crawford,2021-01-14,34,0
Crawford,2021-01-15,148,2
Crawford,2021-01-16,13,2
Crawford,2021-01-17,0,1
Crawford,2021-01-18,52,3
Crawford,2021-01-19,325,7
Crawford,2021-01-20,296,7
Crawford,2021-01-21,181,62
Crawford,2021-01-22,329,10
Crawford,2021-01-23,86,14
Crawford,2021-01-24,4,1
Crawford,2021-01-25,101,45
Crawford,2021-01-26,101,86
Crawford,2021-01-27,299,79
Crawford,2021-01-28,154,123
Crawford,2021-01-29,129,50
Crawford,2021-01-30,14,0
Crawford,2021-01-31,16,3
Crawford,2021-02-01,129,29
Crawford,2021-02-02,120,91
Crawford,2021-02-03,360,108
Crawford,2021-02-04,82,109
Crawford,2021-02-05,108,85
Crawford,2021-02-06,14,11
Crawford,2021-02-07,11,0
Crawford,2021-02-08,90,27
Crawford,2021-02-09,107,53
Crawford,2021-02-10,217,87
Crawford,2021-02-11,139,188
Crawford,2021-02-12,85,288
Crawford,2021-02-13,48,82
Crawford,2021-02-14,10,9
Crawford,2021-02-15,26,43
Crawford,2021-02-16,31,7
Crawford,2021-02-17,59,374
Crawford,2021-02-18,112,208
Crawford,2021-02-19,236,217
Crawford,2021-02-20,13,37
Crawford,2021-02-21,2,12
Crawford,2021-02-22,42,61
Crawford,2021-02-23,292,112
Crawford,2021-02-24,92,343
Crawford,2021-02-25,167,115
Crawford,2021-02-26,382,136
Crawford,2021-02-27,29,11
Crawford,2021-02-28,26,20
Crawford,2021-03-01,10,45
Crawford,2021-03-02,212,73
Crawford,2021-03-03,147,430
Crawford,2021-03-04,163,201
Crawford,2021-03-05,101,89
Crawford,2021-03-06,19,28
Cuyahoga,2020-12-14,4,0
Cuyahoga,2020-12-15,4,0
Cuyahoga,2020-12-16,348,0
Cuyahoga,2020-12-17,315,0
Cuyahoga,2020-12-18,688,0
Cuyahoga,2020-12-19,25,0
Cuyahoga,2020-12-20,6,0
Cuyahoga,2020-12-21,962,0
Cuyahoga,2020-12-22,946,0
Cuyahoga,2020-12-23,2186,0
Cuyahoga,2020-12-24,1221,0
Cuyahoga,2020-12-25,95,0
Cuyahoga,2020-12-26,831,0
Cuyahoga,2020-12-27,627,0
Cuyahoga,2020-12-28,2468,0
Cuyahoga,2020-12-29,4262,0
Cuyahoga,2020-12-30,3969,0
Cuyahoga,2020-12-31,1884,0
Cuyahoga,2021-01-01,34,2
Cuyahoga,2021-01-02,702,0
Cuyahoga,2021-01-03,89,0
Cuyahoga,2021-01-04,2856,6
Cuyahoga,2021-01-05,2767,163
Cuyahoga,2021-01-06,3325,156
Cuyahoga,2021-01-07,2796,158
Cuyahoga,2021-01-08,2527,225
Cuyahoga,2021-01-09,599,107
Cuyahoga,2021-01-10,229,6
Cuyahoga,2021-01-11,1696,692
Cuyahoga,2021-01-12,1723,784
Cuyahoga,2021-01-13,2677,1081
Cuyahoga,2021-01-14,3160,74
Cuyahoga,2021-01-15,2382,418
Cuyahoga,2021-01-16,1952,352
Cuyahoga,2021-01-17,438,375
Cuyahoga,2021-01-18,1713,696
Cuyahoga,2021-01-19,3161,1458
Cuyahoga,2021-01-20,3518,1282
Cuyahoga,2021-01-21,4451,1057
Cuyahoga,2021-01-22,3753,753
Cuyahoga,2021-01-23,2849,394
Cuyahoga,2021-01-24,1436,93
Cuyahoga,2021-01-25,2404,2066
Cuyahoga,2021-01-26,3318,2825
Cuyahoga,2021-01-27,3048,3251
Cuyahoga,2021-01-28,4454,1990
Cuyahoga,2021-01-29,4165,1417
Cuyahoga,2021-01-30,2805,278
Cuyahoga,2021-01-31,1260,215
Cuyahoga,2021-02-01,2074,2826
Cuyahoga,2021-02-02,2913,2781
Cuyahoga,2021-02-03,2993,3201
Cuyahoga,2021-02-04,4093,2988
Cuyahoga,2021-02-05,2790,3037
Cuyahoga,2021-02-06,2827,953
Cuyahoga,2021-02-07,785,425
Cuyahoga,2021-02-08,1601,1092
Cuyahoga,2021-02-09,3012,2070
Cuyahoga,2021-02-10,2914,1770
Cuyahoga,2021-02-11,4244,3255
Cuyahoga,2021-02-12,5560,3309
Cuyahoga,2021-02-13,4038,1826
Cuyahoga,2021-02-14,1625,481
Cuyahoga,2021-02-15,1293,2388
Cuyahoga,2021-02-16,1563,2131
Cuyahoga,2021-02-17,4032,3457
Cuyahoga,2021-02-18,4816,4479
Cuyahoga,2021-02-19,2641,4587
Cuyahoga,2021-02-20,2164,2851
Cuyahoga,2021-02-21,1872,1414
Cuyahoga,2021-02-22,1489,2571
Cuyahoga,2021-02-23,2269,3451
Cuyahoga,2021-02-24,5639,2950
Cuyahoga,2021-02-25,3935,4093
Cuyahoga,2021-02-26,5195,2990
Cuyahoga,2021-02-27,4784,1729
Cuyahoga,2021-02-28,1792,711
Cuyahoga,2021-03-01,2457,1732
Cuyahoga,2021-03-02,3229,2669
Cuyahoga,2021-03-03,4422,2222
Cuyahoga,2021-03-04,5970,3590
Cuyahoga,2021-03-05,5428,3292
Cuyahoga,2021-03-06,3032,2021
Darke,2020-12-14,0,0
Darke,2020-12-15,0,0
Darke,2020-12-16,0,0
Darke,2020-12-17,0,0
Darke,2020-12-18,0,0
Darke,2020-12-19,0,0
Darke,2020-12-20,0,0
Darke,2020-12-21,6,0
Darke,2020-12-22,6,0
Darke,2020-12-23,94,0
Darke,2020-12-24,32,0
Darke,2020-12-25,0,0
Darke,2020-12-26,9,0
Darke,2020-12-27,2,0
Darke,2020-12-28,59,0
Darke,2020-12-29,49,0
Darke,2020-12-30,162,0
Darke,2020-12-31,5,0
Darke,2021-01-01,0,0
Darke,2021-01-02,0,0
Darke,2021-01-03,0,0
Darke,2021-01-04,8,0
Darke,2021-01-05,131,0
Darke,2021-01-06,78,0
Darke,2021-01-07,116,0
Darke,2021-01-08,47,0
Darke,2021-01-09,7,0
Darke,2021-01-10,2,0
Darke,2021-01-11,27,3
Darke,2021-01-12,131,4
Darke,2021-01-13,68,1
Darke,2021-01-14,78,3
Darke,2021-01-15,17,0
Darke,2021-01-16,11,4
Darke,2021-01-17,7,0
Darke,2021-01-18,43,1
Darke,2021-01-19,59,4
Darke,2021-01-20,83,179
Darke,2021-01-21,525,13
Darke,2021-01-22,109,28
Darke,2021-01-23,31,1
Darke,2021-01-24,2,0
Darke,2021-01-25,23,16
Darke,2021-01-26,46,160
Darke,2021-01-27,43,39
Darke,2021-01-28,603,23
Darke,2021-01-29,115,33
Darke,2021-01-30,24,9
Darke,2021-01-31,3,0
Darke,2021-02-01,29,12
Darke,2021-02-02,109,108
Darke,2021-02-03,88,63
Darke,2021-02-04,424,43
Darke,2021-02-05,79,96
Darke,2021-02-06,42,3
Darke,2021-02-07,32,6
Darke,2021-02-08,40,23
Darke,2021-02-09,57,58
Darke,2021-02-10,29,129
Darke,2021-02-11,335,111
Darke,2021-02-12,132,80
Darke,2021-02-13,40,7
Darke,2021-02-14,18,4
Darke,2021-02-15,22,8
Darke,2021-02-16,22,17
Darke,2021-02-17,43,26
Darke,2021-02-18,11,82
Darke,2021-02-19,67,824
Darke,2021-02-20,7,46
Darke,2021-02-21,7,1
Darke,2021-02-22,13,95
Darke,2021-02-23,38,138
Darke,2021-02-24,344,99
Darke,2021-02-25,526,48
Darke,2021-02-26,672,387
Darke,2021-02-27,46,27
Darke,2021-02-28,17,21
Darke,2021-03-01,50,71
Darke,2021-03-02,49,39
Darke,2021-03-03,57,45
Darke,2021-03-04,622,82
Darke,2021-03-05,319,269
Darke,2021-03-06,268,265
Defiance,2020-12-14,0,0
Defiance,2020-12-15,0,0
Defiance,2020-12-16,0,0
Defiance,2020-12-17,0,0
Defiance,2020-12-18,1,0
Defiance,2020-12-19,0,0
Defiance,2020-12-20,0,0
Defiance,2020-12-21,1,0
Defiance,2020-12-22,6,0
Defiance,2020-12-23,81,0
Defiance,2020-12-24,5,0
Defiance,2020-12-25,1,0
Defiance,2020-12-26,3,0
Defiance,2020-12-27,2,0
Defiance,2020-12-28,18,0
Defiance,2020-12-29,56,0
Defiance,2020-12-30,97,0
Defiance,2020-12-31,48,0
Defiance,2021-01-01,4,0
Defiance,2021-01-02,2,0
Defiance,2021-01-03,8,0
Defiance,2021-01-04,52,0
Defiance,2021-01-05,5,0
Defiance,2021-01-06,130,0
Defiance,2021-01-07,52,0
Defiance,2021-01-08,79,1
Defiance,2021-01-09,4,0
Defiance,2021-01-10,0,0
Defiance,2021-01-11,52,2
Defiance,2021-01-12,33,3
Defiance,2021-01-13,136,52
Defiance,2021-01-14,24,1
Defiance,2021-01-15,66,0
Defiance,2021-01-16,81,0
Defiance,2021-01-17,0,0
Defiance,2021-01-18,24,0
Defiance,2021-01-19,46,7
Defiance,2021-01-20,157,26
Defiance,2021-01-21,264,8
Defiance,2021-01-22,59,2
Defiance,2021-01-23,25,5
Defiance,2021-01-24,4,1
Defiance,2021-01-25,74,24
Defiance,2021-01-26,161,42
Defiance,2021-01-27,76,133
Defiance,2021-01-28,246,44
Defiance,2021-01-29,105,19
Defiance,2021-01-30,45,2
Defiance,2021-01-31,1,1
Defiance,2021-02-01,78,45
Defiance,2021-02-02,231,12
Defiance,2021-02-03,65,112
Defiance,2021-02-04,188,54
Defiance,2021-02-05,87,78
Defiance,2021-02-06,46,78
Defiance,2021-02-07,6,0
Defiance,2021-02-08,58,57
Defiance,2021-02-09,78,57
Defiance,2021-02-10,53,71
Defiance,2021-02-11,314,32
Defiance,2021-02-12,100,66
Defiance,2021-02-13,41,26
Defiance,2021-02-14,0,0
Defiance,2021-02-15,66,12
Defiance,2021-02-16,1,1
Defiance,2021-02-17,51,199
Defiance,2021-02-18,32,176
Defiance,2021-02-19,152,113
Defiance,2021-02-20,4,39
Defiance,2021-02-21,0,2
Defiance,2021-02-22,31,49
Defiance,2021-02-23,73,293
Defiance,2021-02-24,410,51
Defiance,2021-02-25,267,238
Defiance,2021-02-26,658,100
Defiance,2021-02-27,60,53
Defiance,2021-02-28,6,2
Defiance,2021-03-01,137,80
Defiance,2021-03-02,151,158
Defiance,2021-03-03,222,44
Defiance,2021-03-04,173,204
Defiance,2021-03-05,360,367
Defiance,2021-03-06,7,13
Delaware ,2020-12-14,5,0
Delaware ,2020-12-15,19,0
Delaware ,2020-12-16,31,0
Delaware ,2020-12-17,50,0
Delaware ,2020-12-18,82,0
Delaware ,2020-12-19,5,0
Delaware ,2020-12-20,0,0
Delaware ,2020-12-21,203,0
Delaware ,2020-12-22,78,0
Delaware ,2020-12-23,420,0
Delaware ,2020-12-24,231,0
Delaware ,2020-12-25,2,0
Delaware ,2020-12-26,144,0
Delaware ,2020-12-27,94,0
Delaware ,2020-12-28,687,0
Delaware ,2020-12-29,478,0
Delaware ,2020-12-30,573,0
Delaware ,2020-12-31,411,2
Delaware ,2021-01-01,9,0
Delaware ,2021-01-02,252,1
Delaware ,2021-01-03,80,0
Delaware ,2021-01-04,526,2
Delaware ,2021-01-05,481,23
Delaware ,2021-01-06,501,33
Delaware ,2021-01-07,874,26
Delaware ,2021-01-08,652,71
Delaware ,2021-01-09,215,3
Delaware ,2021-01-10,93,1
Delaware ,2021-01-11,352,97
Delaware ,2021-01-12,524,70
Delaware ,2021-01-13,370,90
Delaware ,2021-01-14,723,122
Delaware ,2021-01-15,587,21
Delaware ,2021-01-16,271,21
Delaware ,2021-01-17,99,25
Delaware ,2021-01-18,140,212
Delaware ,2021-01-19,414,143
Delaware ,2021-01-20,523,267
Delaware ,2021-01-21,872,173
Delaware ,2021-01-22,950,219
Delaware ,2021-01-23,537,30
Delaware ,2021-01-24,140,44
Delaware ,2021-01-25,525,277
Delaware ,2021-01-26,745,379
Delaware ,2021-01-27,729,606
Delaware ,2021-01-28,707,493
